Country,State,Year,City name,Type of impacting vehicles or objects,Number of road accidents,Number of persons killed in road accidents ,Number of grievously injured persons,Number of minor injured persons
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Buses,10,0,0,16
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,"Cars, Taxis, Vans & LMV",150,57,76,44
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,"Cars, Taxis, Vans & LMV",312,81,38,320
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,"Cars, Taxis, Vans & LMV",496,4,10,182
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Buses,342,101,73,178
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Bicycles,21,3,18,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Others,2,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Buses,91,10,43,29
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Auto Rickshaws,73,28,12,39
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Trucks/Lorries,106,26,57,28
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Two Wheelers,324,51,73,240
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Trucks/Lorries,184,109,35,76
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Two Wheelers,580,152,365,247
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Auto Rickshaws,15,8,6,2
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Others,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Bicycles,41,13,2,26
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Two Wheelers,463,186,261,46
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,"Cars, Taxis, Vans & LMV",22,0,4,28
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Bicycles,6,1,1,4
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Other Non-motorized vehicle (E-rickshaw etc.),7,0,6,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Auto Rickshaws,57,2,0,36
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Buses,244,53,74,226
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Auto Rickshaws,215,20,164,70
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Two Wheelers,1695,166,179,1385
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Pedestrian,162,138,78,5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Bicycles,37,13,24,2
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Two Wheelers,366,172,46,174
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Trucks/Lorries,2,1,1,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Auto Rickshaws,68,30,21,15
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Buses,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Pedestrian,788,142,69,612
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Others,92,62,38,15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Trucks/Lorries,21,11,11,1
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Trucks/Lorries,36,8,21,8
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Bicycles,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Pedestrian,566,126,145,337
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Others,6,4,0,0
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Bicycles,17,4,1,12
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Other Non-motorized vehicle (E-rickshaw etc.),95,73,13,16
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Buses,11,4,24,3
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Others,0,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,"Cars, Taxis, Vans & LMV",45,25,23,15
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Buses,73,21,19,51
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Buses,37,0,10,15
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Buses,8,1,2,7
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Pedestrian,91,63,29,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Two Wheelers,647,58,374,220
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Pedestrian,131,25,12,68
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Trucks/Lorries,139,77,10,59
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,"Cars, Taxis, Vans & LMV",68,7,5,191
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Buses,10,3,3,18
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Bicycles,87,45,32,18
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Bicycles,9,7,3,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Buses,33,5,23,5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Bicycles,35,3,3,27
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Pedestrian,28,5,23,9
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Others,24,6,9,10
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Others,1582,79,241,953
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Trucks/Lorries,70,1,2,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Bicycles,51,5,8,40
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Other Non-motorized vehicle (E-rickshaw etc.),491,74,95,913
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Buses,190,63,67,13
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Bicycles,7,3,3,2
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Pedestrian,188,136,66,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Pedestrian,528,128,19,381
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,"Cars, Taxis, Vans & LMV",88,15,61,53
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Bicycles,13,6,2,5
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Others,15,1,12,5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Auto Rickshaws,72,33,37,16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Bicycles,3,0,0,3
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Auto Rickshaws,19,4,25,5
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Two Wheelers,459,114,265,197
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Pedestrian,22,6,6,6
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,"Cars, Taxis, Vans & LMV",51,6,20,10
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Other Non-motorized vehicle (E-rickshaw etc.),31,29,0,9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Buses,147,27,13,92
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Buses,3,3,0,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Buses,63,9,9,108
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Trucks/Lorries,7,1,0,6
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,"Cars, Taxis, Vans & LMV",231,14,27,104
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Auto Rickshaws,78,61,45,5
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Auto Rickshaws,102,4,16,19
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Pedestrian,299,30,245,39
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Buses,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Trucks/Lorries,83,2,4,6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Trucks/Lorries,162,54,45,44
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Bicycles,1,0,1,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Bicycles,69,25,30,22
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Auto Rickshaws,35,6,6,16
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Two Wheelers,647,38,626,94
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,"Cars, Taxis, Vans & LMV",1163,45,51,718
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Pedestrian,907,296,203,342
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Two Wheelers,967,183,768,286
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Buses,8,1,0,6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Others,593,64,14,467
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Trucks/Lorries,2,1,1,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,"Cars, Taxis, Vans & LMV",102,60,46,38
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Trucks/Lorries,82,21,52,48
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,"Cars, Taxis, Vans & LMV",49,10,28,31
India,Kerala,"Financial Year (Apr - Mar), 2020",Kannur,Trucks/Lorries,6,0,1,4
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Two Wheelers,74,53,26,10
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Others,62,33,0,13
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Trucks/Lorries,27,5,5,10
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Other Non-motorized vehicle (E-rickshaw etc.),2,0,2,1
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Two Wheelers,1134,115,904,407
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),"Cars, Taxis, Vans & LMV",198,87,84,37
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Pedestrian,20,18,8,2
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Two Wheelers,231,117,16,108
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Other Non-motorized vehicle (E-rickshaw etc.),9,2,0,8
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Pedestrian,140,41,83,20
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Auto Rickshaws,52,28,20,9
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Others,20,3,17,0
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Others,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Others,45,0,32,10
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,"Cars, Taxis, Vans & LMV",121,10,101,85
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Pedestrian,60,20,0,40
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Others,11,3,0,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Trucks/Lorries,58,21,16,36
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Two Wheelers,2895,578,1901,1105
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Other Non-motorized vehicle (E-rickshaw etc.),3,2,2,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Two Wheelers,97,47,31,18
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Pedestrian,174,48,70,62
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Bicycles,50,32,18,28
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Others,2,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Trucks/Lorries,67,2,14,9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Pedestrian,0,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Bicycles,68,14,34,26
India,Kerala,"Financial Year (Apr - Mar), 2020",Kannur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Auto Rickshaws,117,57,46,27
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,"Cars, Taxis, Vans & LMV",40,2,14,19
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Pedestrian,45,18,2,25
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Trucks/Lorries,111,8,1,11
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Others,1,1,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Pedestrian,306,37,250,24
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Trucks/Lorries,14,3,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Others,166,100,133,3
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Other Non-motorized vehicle (E-rickshaw etc.),29,0,21,13
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Bicycles,0,1,13,2
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Pedestrian,208,162,60,3
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Pedestrian,23,14,12,3
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Trucks/Lorries,6,2,0,3
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Auto Rickshaws,154,8,63,19
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Pedestrian,271,75,113,95
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Others,1,1,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Two Wheelers,239,104,62,125
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Two Wheelers,294,111,34,209
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Bicycles,16,10,13,0
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Trucks/Lorries,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Buses,108,45,7,60
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Pedestrian,82,30,0,67
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Pedestrian,150,54,92,24
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Auto Rickshaws,107,5,103,30
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Pedestrian,448,24,110,383
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Two Wheelers,52,32,21,10
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Auto Rickshaws,132,19,6,99
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Buses,34,28,10,26
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,"Cars, Taxis, Vans & LMV",163,36,57,62
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,"Cars, Taxis, Vans & LMV",116,114,74,26
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Pedestrian,199,83,111,13
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Auto Rickshaws,163,50,46,44
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Others,133,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Others,94,47,29,19
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Two Wheelers,277,104,120,45
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Auto Rickshaws,29,10,7,13
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Others,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Two Wheelers,547,168,117,403
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Buses,71,29,2,61
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,"Cars, Taxis, Vans & LMV",209,6,0,66
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Auto Rickshaws,19,5,14,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Others,43,5,26,10
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Two Wheelers,712,154,1073,321
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Other Non-motorized vehicle (E-rickshaw etc.),2,2,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Auto Rickshaws,10,2,0,17
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Trucks/Lorries,113,45,32,39
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,"Cars, Taxis, Vans & LMV",27,5,17,15
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,"Cars, Taxis, Vans & LMV",495,47,4,271
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Auto Rickshaws,130,7,107,30
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Auto Rickshaws,13,3,16,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Buses,19,12,18,8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Trucks/Lorries,50,30,37,29
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Buses,2,0,1,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Pedestrian,66,46,47,14
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Auto Rickshaws,204,13,18,219
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Trucks/Lorries,36,7,1,21
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Trucks/Lorries,60,33,23,14
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Two Wheelers,52,38,10,12
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Two Wheelers,315,20,235,55
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Buses,59,10,2,53
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Others,608,33,7,488
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Bicycles,2,2,1,1
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Other Non-motorized vehicle (E-rickshaw etc.),12,7,2,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Others,137,71,38,32
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Others,133,88,44,25
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Others,8,5,1,2
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Trucks/Lorries,73,61,42,13
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Bicycles,174,43,29,112
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Pedestrian,143,62,74,33
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Others,8,7,1,3
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,"Cars, Taxis, Vans & LMV",469,21,357,108
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Two Wheelers,55,31,27,14
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Two Wheelers,340,53,128,152
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Auto Rickshaws,1,0,0,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Pedestrian,72,35,10,32
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Bicycles,58,26,35,6
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,"Cars, Taxis, Vans & LMV",46,20,32,35
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Bicycles,6,1,1,4
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Auto Rickshaws,10,1,21,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Two Wheelers,1197,140,113,916
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Bicycles,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Buses,86,4,17,12
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Buses,11,0,3,3
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,"Cars, Taxis, Vans & LMV",50,40,18,0
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Two Wheelers,140,91,50,27
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Trucks/Lorries,156,1,45,19
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Pedestrian,184,29,35,144
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Buses,30,7,7,37
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,Trucks/Lorries,152,48,9,72
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Buses,2,0,0,2
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Buses,255,34,34,326
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Trucks/Lorries,81,60,23,11
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Bicycles,16,4,6,6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,5
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,"Cars, Taxis, Vans & LMV",608,104,98,278
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,"Cars, Taxis, Vans & LMV",465,13,35,31
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Two Wheelers,61,31,22,16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Others,217,50,13,168
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Bicycles,26,4,0,28
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Two Wheelers,233,73,88,53
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Bicycles,72,23,41,17
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Bicycles,66,16,41,17
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Others,2,0,2,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Two Wheelers,1187,93,124,1085
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Bicycles,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Buses,37,28,20,16
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Two Wheelers,415,118,266,84
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Pedestrian,0,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,Buses,109,20,4,8
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Bicycles,21,11,9,0
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,"Cars, Taxis, Vans & LMV",530,112,121,276
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Others,2,0,1,1
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,"Cars, Taxis, Vans & LMV",32,4,2,20
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Buses,35,22,12,6
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Trucks/Lorries,14,0,1,11
India,West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata,"Cars, Taxis, Vans & LMV",250,8,27,47
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,"Cars, Taxis, Vans & LMV",73,17,18,12
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Bicycles,53,10,9,22
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,"Cars, Taxis, Vans & LMV",56,36,21,16
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Others,59,10,19,13
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,"Cars, Taxis, Vans & LMV",41,18,4,35
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Trucks/Lorries,25,2,2,1
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Two Wheelers,256,87,182,44
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Trucks/Lorries,0,0,0,0
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Bicycles,11,6,5,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Two Wheelers,274,141,103,51
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Pedestrian,764,119,30,664
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Others,0,0,0,0
